Location,Population,STATEFP,PLACEFP,PLACENS,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,hospital_count,Fire_station_counts_Population,Fire_station_counts_STATEFP,Fire_station_counts_PLACEFP,Fire_station_counts_PLACENS,Fire_station_counts_GEOID,Fire_station_counts_GEOIDFQ,Fire_station_counts_NAME,Fire_station_counts_NAMELSAD,Fire_station_counts_LSAD,Fire_station_counts_CLASSFP,Fire_station_counts_PCICBSA,Fire_station_counts_MTFCC,Fire_station_counts_FUNCSTAT,Fire_station_counts_ALAND,Fire_station_counts_AWATER,Fire_station_counts_INTPTLAT,Fire_station_counts_INTPTLON,Fire_station_counts_fire_station_count,Shortest lines_Population,Shortest lines_STATEFP,Shortest lines_PLACEFP,Shortest lines_PLACENS,Shortest lines_GEOID,Shortest lines_GEOIDFQ,Shortest lines_NAME,Shortest lines_NAMELSAD,Shortest lines_LSAD,Shortest lines_CLASSFP,Shortest lines_PCICBSA,Shortest lines_MTFCC,Shortest lines_FUNCSTAT,Shortest lines_ALAND,Shortest lines_AWATER,Shortest lines_INTPTLAT,Shortest lines_INTPTLON,Shortest lines_objectid,Shortest lines_fraarcid,Shortest lines_frfranode,Shortest lines_tofranode,Shortest lines_stfips,Shortest lines_cntyfips,Shortest lines_stcntyfips,Shortest lines_stateab,Shortest lines_country,Shortest lines_fradistrct,Shortest lines_rrowner1,Shortest lines_rrowner2,Shortest lines_rrowner3,Shortest lines_trkrghts1,Shortest lines_trkrghts2,Shortest lines_trkrghts3,Shortest lines_trkrghts4,Shortest lines_trkrghts5,Shortest lines_trkrghts6,Shortest lines_trkrghts7,Shortest lines_trkrghts8,Shortest lines_trkrghts9,Shortest lines_division,Shortest lines_subdiv,Shortest lines_branch,Shortest lines_yardname,Shortest lines_passngr,Shortest lines_stracnet,Shortest lines_tracks,Shortest lines_net,Shortest lines_miles,Shortest lines_km,Shortest lines_timezone,Shortest lines_shape_Length,Shortest lines_distance
Middlebury town," 3,682 ","18","48924","02396758","1848924",1600000US1848924,Middlebury,Middlebury town,"43",C1,N,G4110,A,"11863584","44587","+41.6705593","-085.7086789",0," 3,682 ","18","48924","02396758","1848924",1600000US1848924,Middlebury,Middlebury town,"43",C1,N,G4110,A,"11863584","44587","+41.6705593","-085.7086789",1," 3,682 ","18","48924","02396758","1848924",1600000US1848924,Middlebury,Middlebury town,"43",C1,N,G4110,A,"11863584","44587","+41.6705593","-085.7086789","193128","493713","426100","426564","18","039","18039",IN,US,"4",GDLK,,,,,,,,,,,,LEASED/FOREIGN,KALAMAZOO,KALAMAZOO BRANCH,,,,1,M,5.33934652,8.59286247,E,0.0989462278608467,7969.21967213395
Middletown town," 2,261 ","18","49014","02396759","1849014",1600000US1849014,Middletown,Middletown town,"43",C1,N,G4110,A,"3000564","5164","+40.0594500","-085.5427822",0," 2,261 ","18","49014","02396759","1849014",1600000US1849014,Middletown,Middletown town,"43",C1,N,G4110,A,"3000564","5164","+40.0594500","-085.5427822",1," 2,261 ","18","49014","02396759","1849014",1600000US1849014,Middletown,Middletown town,"43",C1,N,G4110,A,"3000564","5164","+40.0594500","-085.5427822","335206","494171","427407","427444","18","095","18095",IN,US,"4",CSXT,,,NS,,,,,,,,,CHICAGO,INDIANAPOLIS LINE,#N\A,,,S,2,M,0.67326891,1.08352344,E,0.0122266852622573,6922.85106229703
Milan town," 1,825 ","18","49266","02396761","1849266",1600000US1849266,Milan,Milan town,"43",C1,N,G4110,A,"5153978","87039","+39.1251794","-085.1201250",0," 1,825 ","18","49266","02396761","1849266",1600000US1849266,Milan,Milan town,"43",C1,N,G4110,A,"5153978","87039","+39.1251794","-085.1201250",1," 1,825 ","18","49266","02396761","1849266",1600000US1849266,Milan,Milan town,"43",C1,N,G4110,A,"5153978","87039","+39.1251794","-085.1201250","194542","495127","429193","429209","18","137","18137",IN,US,"4",CSXT,,,,,,,,,,,,LOUISVILLE,INDIANA (CSXT),#N\A,,,,1,M,0.71923799,1.15750365,E,0.011899123543153,0
Milford town," 1,617 ","18","49320","02396763","1849320",1600000US1849320,Milford,Milford town,"43",C1,N,G4110,A,"3760828","57820","+41.4174646","-085.8435513",0," 1,617 ","18","49320","02396763","1849320",1600000US1849320,Milford,Milford town,"43",C1,N,G4110,A,"3760828","57820","+41.4174646","-085.8435513",1," 1,617 ","18","49320","02396763","1849320",1600000US1849320,Milford,Milford town,"43",C1,N,G4110,A,"3760828","57820","+41.4174646","-085.8435513","334169","490445","425936","425942","18","085","18085",IN,US,"4",NS,,,,,,,,,,,,MIDWEST,MARION BRANCH,#N\A,,,,1,M,3.46227036,5.57199517,E,0.05017385173853,0
Millersburg town," 952 ","18","49536","02396764","1849536",1600000US1849536,Millersburg,Millersburg town,"43",C1,N,G4110,A,"1673048","0","+41.5277106","-085.6963905",0," 952 ","18","49536","02396764","1849536",1600000US1849536,Millersburg,Millersburg town,"43",C1,N,G4110,A,"1673048","0","+41.5277106","-085.6963905",1," 952 ","18","49536","02396764","1849536",1600000US1849536,Millersburg,Millersburg town,"43",C1,N,G4110,A,"1673048","0","+41.5277106","-085.6963905","335208","494179","426722","427121","18","039","18039",IN,US,"4",NS,,,AMTK,CPRS,,,,,,,,GREAT LAKES,CHICAGO LINE,#N\A,,A,S,2,M,2.82367761,4.54427771,E,0.0507200122377588,0
Millhousen town," 147 ","18","49662","02396765","1849662",1600000US1849662,Millhousen,Millhousen town,"43",C1,N,G4110,A,"2332382","0","+39.2119879","-085.4341655",0," 147 ","18","49662","02396765","1849662",1600000US1849662,Millhousen,Millhousen town,"43",C1,N,G4110,A,"2332382","0","+39.2119879","-085.4341655",1," 147 ","18","49662","02396765","1849662",1600000US1849662,Millhousen,Millhousen town,"43",C1,N,G4110,A,"2332382","0","+39.2119879","-085.4341655","194264","494849","427699","428287","18","031","18031",IN,US,"4",CIND,,,,,,,,,,,,NORTHERN,CIND,#N\A,,,,1,M,8.44481724,13.59064314,E,0.155807151975535,14725.8620368587
Milltown town," 792 ","18","49716","02396766","1849716",1600000US1849716,Milltown,Milltown town,"43",C1,N,G4110,A,"3452504","0","+38.3421326","-086.2754480",0," 792 ","18","49716","02396766","1849716",1600000US1849716,Milltown,Milltown town,"43",C1,N,G4110,A,"3452504","0","+38.3421326","-086.2754480",1," 792 ","18","49716","02396766","1849716",1600000US1849716,Milltown,Milltown town,"43",C1,N,G4110,A,"3452504","0","+38.3421326","-086.2754480","336197","499288","424105","424183","18","061","18061",IN,US,"4",NS,,,,,,,,,,,,MIDWEST,SOUTHERN-EAST DISTRICT,#N\A,,,S,1,M,1.20548431,1.94004283,E,0.0213195067292028,0
Milton town," 456 ","18","49860","02396767","1849860",1600000US1849860,Milton,Milton town,"43",C1,N,G4110,A,"699526","6849","+39.7865029","-085.1561986",0," 456 ","18","49860","02396767","1849860",1600000US1849860,Milton,Milton town,"43",C1,N,G4110,A,"699526","6849","+39.7865029","-085.1561986",1," 456 ","18","49860","02396767","1849860",1600000US1849860,Milton,Milton town,"43",C1,N,G4110,A,"699526","6849","+39.7865029","-085.1561986","193590","494175","429032","429152","18","177","18177",IN,US,"4",CNUR,,,,,,,,,,,,#N\A,,#N\A,,,,1,M,4.73115509,7.61407129,E,0.0706008944634222,0
Mishawaka city," 50,913 ","18","49932","02395354","1849932",1600000US1849932,Mishawaka,Mishawaka city,"25",C1,Y,G4110,A,"46694802","903400","+41.6766055","-086.1653558",2," 50,913 ","18","49932","02395354","1849932",1600000US1849932,Mishawaka,Mishawaka city,"25",C1,Y,G4110,A,"46694802","903400","+41.6766055","-086.1653558",4," 50,913 ","18","49932","02395354","1849932",1600000US1849932,Mishawaka,Mishawaka city,"25",C1,Y,G4110,A,"46694802","903400","+41.6766055","-086.1653558","197301","497886","424874","424880","18","141","18141",IN,US,"4",NS,,,,,,,,,,,,,,,,,,0,O,0.13626968,0.21930523,E,0.00235303647651842,0
Mitchell city," 3,940 ","18","49950","02395357","1849950",1600000US1849950,Mitchell,Mitchell city,"25",C1,N,G4110,A,"9307302","13824","+38.7370915","-086.4752199",0," 3,940 ","18","49950","02395357","1849950",1600000US1849950,Mitchell,Mitchell city,"25",C1,N,G4110,A,"9307302","13824","+38.7370915","-086.4752199",3," 3,940 ","18","49950","02395357","1849950",1600000US1849950,Mitchell,Mitchell city,"25",C1,N,G4110,A,"9307302","13824","+38.7370915","-086.4752199","195822","496407","423148","423219","18","093","18093",IN,US,"4",CSXT,,,,,,,,,,,,,,,,,,0,S,0.80110059,1.28924901,E,0.0144143255421208,0
Modoc town," 159 ","18","50058","02396769","1850058",1600000US1850058,Modoc,Modoc town,"43",C1,N,G4110,A,"267614","0","+40.0454710","-085.1262368",0," 159 ","18","50058","02396769","1850058",1600000US1850058,Modoc,Modoc town,"43",C1,N,G4110,A,"267614","0","+40.0454710","-085.1262368",1," 159 ","18","50058","02396769","1850058",1600000US1850058,Modoc,Modoc town,"43",C1,N,G4110,A,"267614","0","+40.0454710","-085.1262368","205518","506113","428877","429003","18","135","18135",IN,US,"4",XXXX,,,,,,,,,,,,,,,,,,0,T,1.97460353,3.17782271,E,0.0331033414393082,5979.62574367725
Monon town," 1,909 ","18","50148","02396770","1850148",1600000US1850148,Monon,Monon town,"43",C1,N,G4110,A,"2292746","0","+40.8642283","-086.8786242",0," 1,909 ","18","50148","02396770","1850148",1600000US1850148,Monon,Monon town,"43",C1,N,G4110,A,"2292746","0","+40.8642283","-086.8786242",1," 1,909 ","18","50148","02396770","1850148",1600000US1850148,Monon,Monon town,"43",C1,N,G4110,A,"2292746","0","+40.8642283","-086.8786242","206680","507275","420432","421785","18","181","18181",IN,US,"4",EWR,,,CSXT,,,,,,,,,CHICAGO,MONON,MONTICELLO IND TRK,,,,1,I,8.75475408,14.08943913,E,0.144172726774597,0
Monroe town," 889 ","18","50202","02396771","1850202",1600000US1850202,Monroe,Monroe town,"43",C1,N,G4110,A,"1760061","0","+40.7451086","-084.9408592",0," 889 ","18","50202","02396771","1850202",1600000US1850202,Monroe,Monroe town,"43",C1,N,G4110,A,"1760061","0","+40.7451086","-084.9408592",1," 889 ","18","50202","02396771","1850202",1600000US1850202,Monroe,Monroe town,"43",C1,N,G4110,A,"1760061","0","+40.7451086","-084.9408592","201705","502294","429747","429835","18","001","18001",IN,US,"4",CFE,,,,,,,,,,,,,,,,,,0,O,1.06788375,1.71859575,E,0.0203419919059629,10749.7437320521
Monroe City town," 493 ","18","50526","02396772","1850526",1600000US1850526,Monroe City,Monroe City town,"43",C1,N,G4110,A,"697407","0","+38.6145382","-087.3530074",0," 493 ","18","50526","02396772","1850526",1600000US1850526,Monroe City,Monroe City town,"43",C1,N,G4110,A,"697407","0","+38.6145382","-087.3530074",1," 493 ","18","50526","02396772","1850526",1600000US1850526,Monroe City,Monroe City town,"43",C1,N,G4110,A,"697407","0","+38.6145382","-087.3530074","189897","490475","416790","418073","18","083","18083",IN,US,"4",CSXT,,,,,,,,,,,,LOUISVILLE,ILLINOIS,#N\A,,,,1,M,6.6465589,10.69662108,C,0.121887723059238,7350.25442848931
Monroeville town," 1,317 ","18","50562","02396773","1850562",1600000US1850562,Monroeville,Monroeville town,"43",C1,N,G4110,A,"2029857","0","+40.9735804","-084.8676779",0," 1,317 ","18","50562","02396773","1850562",1600000US1850562,Monroeville,Monroeville town,"43",C1,N,G4110,A,"2029857","0","+40.9735804","-084.8676779",1," 1,317 ","18","50562","02396773","1850562",1600000US1850562,Monroeville,Monroeville town,"43",C1,N,G4110,A,"2029857","0","+40.9735804","-084.8676779","193540","494125","430094","430311","18","003","18003",IN,US,"4",CFE,,,NS,,,,,,,,,NORTHERN,LIMA (CFE),#N\A,,,,1,M,3.79757278,6.1116132,E,0.0695808234835261,0
Monrovia town," 1,954 ","18","50580","02396774","1850580",1600000US1850580,Monrovia,Monrovia town,"43",C1,N,G4110,A,"4649564","1766","+39.5871865","-086.4753559",0," 1,954 ","18","50580","02396774","1850580",1600000US1850580,Monrovia,Monrovia town,"43",C1,N,G4110,A,"4649564","1766","+39.5871865","-086.4753559",1," 1,954 ","18","50580","02396774","1850580",1600000US1850580,Monrovia,Monrovia town,"43",C1,N,G4110,A,"4649564","1766","+39.5871865","-086.4753559","202043","502632","423533","423529","18","109","18109",IN,US,"4",ISRR,,,,,,,,,,,,,,,,,,0,O,0.14969508,0.24091135,E,0.00239866186650366,10319.4256274517
Monterey town," 187 ","18","50616","02396775","1850616",1600000US1850616,Monterey,Monterey town,"43",C1,N,G4110,A,"474052","0","+41.1561987","-086.4820693",0," 187 ","18","50616","02396775","1850616",1600000US1850616,Monterey,Monterey town,"43",C1,N,G4110,A,"474052","0","+41.1561987","-086.4820693",1," 187 ","18","50616","02396775","1850616",1600000US1850616,Monterey,Monterey town,"43",C1,N,G4110,A,"474052","0","+41.1561987","-086.4820693","335248","494252","423229","423395","18","099","18099",IN,US,"4",NS,,,,,,,,,,,,GREAT LAKES,CHICAGO DISTRICT,#N\A,,,S,1,M,2.41043368,3.87922474,E,0.0459917723856437,15242.1929262543
Montezuma town," 923 ","18","50652","02396776","1850652",1600000US1850652,Montezuma,Montezuma town,"43",C1,N,G4110,A,"1570376","0","+39.7910487","-087.3694227",0," 923 ","18","50652","02396776","1850652",1600000US1850652,Montezuma,Montezuma town,"43",C1,N,G4110,A,"1570376","0","+39.7910487","-087.3694227",1," 923 ","18","50652","02396776","1850652",1600000US1850652,Montezuma,Montezuma town,"43",C1,N,G4110,A,"1570376","0","+39.7910487","-087.3694227","206283","506878","417281","417313","18","121","18121",IN,US,"4",,,,,,,,,,,,,,,,,,,0,A,0.10189606,0.16398614,E,0.0019085075259982,0
Montgomery town," 785 ","18","50688","02396777","1850688",1600000US1850688,Montgomery,Montgomery town,"43",C1,N,G4110,A,"4186014","124468","+38.6647753","-087.0493561",0," 785 ","18","50688","02396777","1850688",1600000US1850688,Montgomery,Montgomery town,"43",C1,N,G4110,A,"4186014","124468","+38.6647753","-087.0493561",1," 785 ","18","50688","02396777","1850688",1600000US1850688,Montgomery,Montgomery town,"43",C1,N,G4110,A,"4186014","124468","+38.6647753","-087.0493561","199144","499732","419262","419364","18","027","18027",IN,US,"4",CSXT,,,,,,,,,,,,LOUISVILLE,INDIANA (CSXT),#N\A,,,,1,M,0.86486923,1.39187489,C,0.0159080441289984,0
Monticello city," 5,483 ","18","50760","02395383","1850760",1600000US1850760,Monticello,Monticello city,"25",C1,Y,G4110,A,"8976425","549760","+40.7452313","-086.7672561",1," 5,483 ","18","50760","02395383","1850760",1600000US1850760,Monticello,Monticello city,"25",C1,Y,G4110,A,"8976425","549760","+40.7452313","-086.7672561",2," 5,483 ","18","50760","02395383","1850760",1600000US1850760,Monticello,Monticello city,"25",C1,Y,G4110,A,"8976425","549760","+40.7452313","-086.7672561","206685","507280","422080","421844","18","181","18181",IN,US,"4",TPW,,,,,,,,,,,,NORTHERN,INDIANA (TPW),#N\A,,,,1,M,1.10043798,1.7709868,E,0.0209223483513714,0
Montpelier city," 1,515 ","18","50796","02395388","1850796",1600000US1850796,Montpelier,Montpelier city,"25",C1,N,G4110,A,"3878396","0","+40.5497786","-085.2870130",0," 1,515 ","18","50796","02395388","1850796",1600000US1850796,Montpelier,Montpelier city,"25",C1,N,G4110,A,"3878396","0","+40.5497786","-085.2870130",2," 1,515 ","18","50796","02395388","1850796",1600000US1850796,Montpelier,Montpelier city,"25",C1,N,G4110,A,"3878396","0","+40.5497786","-085.2870130","195925","496510","428499","428510","18","009","18009",IN,US,"4",NS,,,,,,,,,,,,,,,,,,0,O,0.48098573,0.77407304,E,0.00732510415094131,0
Mooreland town," 338 ","18","50940","02396778","1850940",1600000US1850940,Mooreland,Mooreland town,"43",C1,N,G4110,A,"371271","0","+39.9974143","-085.2513476",0," 338 ","18","50940","02396778","1850940",1600000US1850940,Mooreland,Mooreland town,"43",C1,N,G4110,A,"371271","0","+39.9974143","-085.2513476",1," 338 ","18","50940","02396778","1850940",1600000US1850940,Mooreland,Mooreland town,"43",C1,N,G4110,A,"371271","0","+39.9974143","-085.2513476","205520","506115","428809","428855","18","135","18135",IN,US,"4",XXXX,,,,,,,,,,,,,,,,,,0,T,0.9435539,1.51850585,E,0.0157084856584971,7078.85765137386
Moores Hill town," 686 ","18","50958","02396779","1850958",1600000US1850958,Moores Hill,Moores Hill town,"43",C1,N,G4110,A,"1113925","0","+39.1129370","-085.0890581",0," 686 ","18","50958","02396779","1850958",1600000US1850958,Moores Hill,Moores Hill town,"43",C1,N,G4110,A,"1113925","0","+39.1129370","-085.0890581",1," 686 ","18","50958","02396779","1850958",1600000US1850958,Moores Hill,Moores Hill town,"43",C1,N,G4110,A,"1113925","0","+39.1129370","-085.0890581","194549","495134","429237","429290","18","029","18029",IN,US,"4",CSXT,,,,,,,,,,,,LOUISVILLE,INDIANA (CSXT),#N\A,,,,1,M,2.79929294,4.5050343,E,0.0431735351410101,14.9608489404035
Mooresville town," 9,749 ","18","50976","02396780","1850976",1600000US1850976,Mooresville,Mooresville town,"43",C1,N,G4110,A,"17367203","148784","+39.6024935","-086.3687148",1," 9,749 ","18","50976","02396780","1850976",1600000US1850976,Mooresville,Mooresville town,"43",C1,N,G4110,A,"17367203","148784","+39.6024935","-086.3687148",3," 9,749 ","18","50976","02396780","1850976",1600000US1850976,Mooresville,Mooresville town,"43",C1,N,G4110,A,"17367203","148784","+39.6024935","-086.3687148","202046","502635","423537","423550","18","109","18109",IN,US,"4",ISRR,,,,,,,,,,,,,,,,,,0,O,0.23436672,0.37717743,E,0.00407456716355928,0
Morgantown town," 1,000 ","18","51102","02396781","1851102",1600000US1851102,Morgantown,Morgantown town,"43",C1,N,G4110,A,"978281","0","+39.3728909","-086.2586052",0," 1,000 ","18","51102","02396781","1851102",1600000US1851102,Morgantown,Morgantown town,"43",C1,N,G4110,A,"978281","0","+39.3728909","-086.2586052",1," 1,000 ","18","51102","02396781","1851102",1600000US1851102,Morgantown,Morgantown town,"43",C1,N,G4110,A,"978281","0","+39.3728909","-086.2586052","194488","495073","424200","424167","18","109","18109",IN,US,"4",INRD,,,,,,,,,,,,#N\A,INDIANAPOLIS (INRD),MAIN TRACK,,,C,1,M,1.84889219,2.9755095,E,0.0277187966041844,0
Morocco town," 1,068 ","18","51138","02396782","1851138",1600000US1851138,Morocco,Morocco town,"43",C1,N,G4110,A,"2759936","0","+40.9445358","-087.4502791",0," 1,068 ","18","51138","02396782","1851138",1600000US1851138,Morocco,Morocco town,"43",C1,N,G4110,A,"2759936","0","+40.9445358","-087.4502791",1," 1,068 ","18","51138","02396782","1851138",1600000US1851138,Morocco,Morocco town,"43",C1,N,G4110,A,"2759936","0","+40.9445358","-087.4502791","205532","506127","416660","416659","18","111","18111",IN,US,"4",,,,,,,,,,,,,,,,,,,0,A,1.86453703,3.00068748,C,0.027023538861383,0
Morristown town," 1,187 ","18","51192","02396783","1851192",1600000US1851192,Morristown,Morristown town,"43",C1,N,G4110,A,"9935470","54220","+39.6922357","-085.7296111",0," 1,187 ","18","51192","02396783","1851192",1600000US1851192,Morristown,Morristown town,"43",C1,N,G4110,A,"9935470","54220","+39.6922357","-085.7296111",1," 1,187 ","18","51192","02396783","1851192",1600000US1851192,Morristown,Morristown town,"43",C1,N,G4110,A,"9935470","54220","+39.6922357","-085.7296111","335277","494303","426537","426748","18","145","18145",IN,US,"4",CSXT,,,AMTK,,,,,,,,,LOUISVILLE,INDIANAPOLIS (CSXT),#N\A,,A,,1,M,1.9911805,3.2045008,E,0.036627309214707,0
Mount Auburn town," 124 ","18","51318","02396786","1851318",1600000US1851318,Mount Auburn,Mount Auburn town,"43",C1,N,G4110,A,"492181","36592","+39.8113314","-085.1884568",0," 124 ","18","51318","02396786","1851318",1600000US1851318,Mount Auburn,Mount Auburn town,"43",C1,N,G4110,A,"492181","36592","+39.8113314","-085.1884568",0," 124 ","18","51318","02396786","1851318",1600000US1851318,Mount Auburn,Mount Auburn town,"43",C1,N,G4110,A,"492181","36592","+39.8113314","-085.1884568","193717","494302","428761","428954","18","177","18177",IN,US,"4",CNUR,,,,,,,,,,,,#N\A,,#N\A,,,,1,M,3.05324482,4.91373106,E,0.0528109604788947,11.7905570978442
Mount Ayr town," 115 ","18","51336","02396787","1851336",1600000US1851336,Mount Ayr,Mount Ayr town,"43",C1,N,G4110,A,"453324","0","+40.9522889","-087.2989562",0," 115 ","18","51336","02396787","1851336",1600000US1851336,Mount Ayr,Mount Ayr town,"43",C1,N,G4110,A,"453324","0","+40.9522889","-087.2989562",0," 115 ","18","51336","02396787","1851336",1600000US1851336,Mount Ayr,Mount Ayr town,"43",C1,N,G4110,A,"453324","0","+40.9522889","-087.2989562","335977","497863","418553","418750","18","073","18073",IN,US,"4",CSXT,,,AMTK,,,,,,,,,CHICAGO,MONON,#N\A,,A,,1,M,4.4329231,7.13411247,C,0.0711419317050202,12104.7282738066
Mount Carmel town," 77 ","18","51354","02396788","1851354",1600000US1851354,Mount Carmel,Mount Carmel town,"43",C1,N,G4110,A,"113338","0","+39.4074236","-084.8755035",0," 77 ","18","51354","02396788","1851354",1600000US1851354,Mount Carmel,Mount Carmel town,"43",C1,N,G4110,A,"113338","0","+39.4074236","-084.8755035",1," 77 ","18","51354","02396788","1851354",1600000US1851354,Mount Carmel,Mount Carmel town,"43",C1,N,G4110,A,"113338","0","+39.4074236","-084.8755035","193797","494382","430116","430243","18","047","18047",IN,US,"4",IERR,,,,,,,,,,,,LOUISVILLE,RICHMOND,CI,,,,1,M,5.9105746,9.51216679,E,0.0916479133616341,7146.03512658357
Mount Etna town," 115 ","18","51408","02396789","1851408",1600000US1851408,Mount Etna,Mount Etna town,"43",C1,N,G4110,A,"302614","0","+40.7411230","-085.5619007",0," 115 ","18","51408","02396789","1851408",1600000US1851408,Mount Etna,Mount Etna town,"43",C1,N,G4110,A,"302614","0","+40.7411230","-085.5619007",0," 115 ","18","51408","02396789","1851408",1600000US1851408,Mount Etna,Mount Etna town,"43",C1,N,G4110,A,"302614","0","+40.7411230","-085.5619007","195123","495708","427721","427790","18","069","18069",IN,US,"4",WBCR,,,,,,,,,,,,WBCR,ST MARYS,#N\A,,,,1,M,2.32446045,3.74086396,E,0.039144171321311,15518.631023959
Mount Summit town," 340 ","18","51714","02396792","1851714",1600000US1851714,Mount Summit,Mount Summit town,"43",C1,N,G4110,A,"533100","0","+40.0037194","-085.3861638",0," 340 ","18","51714","02396792","1851714",1600000US1851714,Mount Summit,Mount Summit town,"43",C1,N,G4110,A,"533100","0","+40.0037194","-085.3861638",1," 340 ","18","51714","02396792","1851714",1600000US1851714,Mount Summit,Mount Summit town,"43",C1,N,G4110,A,"533100","0","+40.0037194","-085.3861638","336785","506513","428080","428012","18","065","18065",IN,US,"4",NS,,,CSXT,,,,,,,,,MIDWEST,NEW CASTLE DISTRICT,#N\A,,,S,1,M,2.99419802,4.81870426,E,0.0440181382168117,0
Mount Vernon city," 6,383 ","18","51732","02395128","1851732",1600000US1851732,Mount Vernon,Mount Vernon city,"25",C1,N,G4110,A,"7453545","111362","+37.9369876","-087.8958608",0," 6,383 ","18","51732","02395128","1851732",1600000US1851732,Mount Vernon,Mount Vernon city,"25",C1,N,G4110,A,"7453545","111362","+37.9369876","-087.8958608",1," 6,383 ","18","51732","02395128","1851732",1600000US1851732,Mount Vernon,Mount Vernon city,"25",C1,N,G4110,A,"7453545","111362","+37.9369876","-087.8958608","195542","496127","412146","412155","18","129","18129",IN,US,"4",EVWR,,,,,,,,,,,,,,,,,,0,O,0.11905676,0.19160366,C,0.0018198027591157,0
Mulberry town," 1,221 ","18","51840","02396793","1851840",1600000US1851840,Mulberry,Mulberry town,"43",C1,N,G4110,A,"1382856","0","+40.3457743","-086.6672978",0," 1,221 ","18","51840","02396793","1851840",1600000US1851840,Mulberry,Mulberry town,"43",C1,N,G4110,A,"1382856","0","+40.3457743","-086.6672978",0," 1,221 ","18","51840","02396793","1851840",1600000US1851840,Mulberry,Mulberry town,"43",C1,N,G4110,A,"1382856","0","+40.3457743","-086.6672978","191837","492419","422477","422910","18","023","18023",IN,US,"4",NS,,,,,,,,,,,,MIDWEST,FRANKFORT BRANCH,#N\A,,,,1,M,8.20180417,13.19955073,E,0.145994770933457,0
Muncie city," 65,076 ","18","51876","02395138","1851876",1600000US1851876,Muncie,Muncie city,"25",C6,Y,G4110,A,"70975434","510222","+40.1988257","-085.3950595",1," 65,076 ","18","51876","02395138","1851876",1600000US1851876,Muncie,Muncie city,"25",C6,Y,G4110,A,"70975434","510222","+40.1988257","-085.3950595",1," 65,076 ","18","51876","02395138","1851876",1600000US1851876,Muncie,Muncie city,"25",C6,Y,G4110,A,"70975434","510222","+40.1988257","-085.3950595","335666","495489","427992","427993","18","035","18035",IN,US,"4",NS,,,CSXT,,,,,,,,,MIDWEST,NEW CASTLE DISTRICT,#N\A,,,S,1,M,0.1076436,0.17323593,E,0.00156024130134024,0
Munster town," 23,664 ","18","51912","02396794","1851912",1600000US1851912,Munster,Munster town,"43",C1,N,G4110,A,"19519801","240327","+41.5469100","-087.5045891",2," 23,664 ","18","51912","02396794","1851912",1600000US1851912,Munster,Munster town,"43",C1,N,G4110,A,"19519801","240327","+41.5469100","-087.5045891",3," 23,664 ","18","51912","02396794","1851912",1600000US1851912,Munster,Munster town,"43",C1,N,G4110,A,"19519801","240327","+41.5469100","-087.5045891","203000","503590","416038","416043","18","089","18089",IN,US,"4",CSXT,,,,,,,,,,,,,,,,,,0,O,0.39951376,0.64295637,C,0.00585144641966515,0
Napoleon town," 237 ","18","52002","02396796","1852002",1600000US1852002,Napoleon,Napoleon town,"43",C1,N,G4110,A,"579214","0","+39.2043364","-085.3278537",0," 237 ","18","52002","02396796","1852002",1600000US1852002,Napoleon,Napoleon town,"43",C1,N,G4110,A,"579214","0","+39.2043364","-085.3278537",1," 237 ","18","52002","02396796","1852002",1600000US1852002,Napoleon,Napoleon town,"43",C1,N,G4110,A,"579214","0","+39.2043364","-085.3278537","194543","495128","428476","428750","18","137","18137",IN,US,"4",CSXT,,,,,,,,,,,,LOUISVILLE,INDIANA (CSXT),#N\A,,,,1,M,3.87352709,6.23385006,E,0.0709122730323637,10504.0600574714
Nappanee city," 6,899 ","18","52020","02395150","1852020",1600000US1852020,Nappanee,Nappanee city,"25",C1,N,G4110,A,"12765547","0","+41.4460742","-085.9967680",0," 6,899 ","18","52020","02395150","1852020",1600000US1852020,Nappanee,Nappanee city,"25",C1,N,G4110,A,"12765547","0","+41.4460742","-085.9967680",1," 6,899 ","18","52020","02395150","1852020",1600000US1852020,Nappanee,Nappanee city,"25",C1,N,G4110,A,"12765547","0","+41.4460742","-085.9967680","336242","499488","425365","425418","18","039","18039",IN,US,"4",CSXT,,,CPRS,,,,,,,,,CHICAGO,GARRETT,#N\A,,,,2,M,0.86318168,1.38915903,E,0.0165872218004779,0
Nashville town," 1,258 ","18","52038","02396797","1852038",1600000US1852038,Nashville,Nashville town,"43",C1,N,G4110,A,"4149097","12560","+39.2077329","-086.2361720",0," 1,258 ","18","52038","02396797","1852038",1600000US1852038,Nashville,Nashville town,"43",C1,N,G4110,A,"4149097","12560","+39.2077329","-086.2361720",1," 1,258 ","18","52038","02396797","1852038",1600000US1852038,Nashville,Nashville town,"43",C1,N,G4110,A,"4149097","12560","+39.2077329","-086.2361720","193846","494431","424049","424216","18","013","18013",IN,US,"4",INRD,,,,,,,,,,,,#N\A,INDIANAPOLIS (INRD),MAIN TRACK,,,C,1,M,6.46105652,10.39808335,E,0.102154905894998,6629.76620610178
